session_id,customer_id,session_date,source,medium,device,is_variant_B,converted
1952,505,2023-02-24 22:00:00,Email,Direct,desktop,0,0
1953,171,2024-10-25 22:00:00,Email,Social,desktop,0,0
1954,541,2023-07-03 00:00:00,Referral,Organic,mobile,0,0
1955,583,2023-05-06 08:00:00,Direct,CPC,mobile,0,0
1956,8,2024-11-18 00:00:00,Email,Organic,desktop,0,0
1957,358,2023-04-29 10:00:00,Referral,CPC,desktop,1,0
1958,485,2024-06-07 14:00:00,Direct,CPC,desktop,0,0
1959,420,2023-01-06 03:00:00,Referral,Direct,mobile,0,0
1960,268,2024-12-20 20:00:00,Email,Email,mobile,0,0
1961,506,2024-07-18 04:00:00,Referral,Direct,mobile,1,0
1962,12,2024-10-18 08:00:00,Facebook,Email,mobile,0,0
1963,512,2023-05-22 15:00:00,Direct,CPC,mobile,0,0
1964,486,2024-12-29 21:00:00,Direct,Organic,tablet,1,0
1965,33,2024-07-12 03:00:00,Direct,Direct,desktop,0,0
1966,265,2023-09-27 05:00:00,Facebook,Email,desktop,0,0
1967,57,2024-06-21 03:00:00,Email,Organic,desktop,1,1
1968,558,2024-11-19 02:00:00,Direct,Organic,mobile,0,1
1969,478,2023-07-14 09:00:00,Email,Email,mobile,0,1
1970,455,2023-03-01 10:00:00,Google,Email,desktop,0,0
1971,55,2023-11-23 13:00:00,Direct,Email,mobile,1,0
1972,71,2023-06-17 18:00:00,Google,Social,desktop,1,0
1973,42,2023-03-15 09:00:00,Email,Organic,desktop,1,0
1974,414,2024-08-29 08:00:00,Referral,Organic,mobile,1,0
1975,226,2024-08-20 22:00:00,Email,Social,desktop,0,0
1976,114,2024-04-16 17:00:00,Direct,CPC,desktop,0,0
1977,302,2023-11-30 19:00:00,Direct,Email,mobile,1,0
1978,410,2024-03-24 19:00:00,Referral,Direct,desktop,1,0
1979,503,2024-08-10 07:00:00,Direct,Direct,mobile,1,0
1980,127,2024-09-26 08:00:00,Facebook,Email,tablet,1,0
1981,294,2023-07-04 03:00:00,Direct,Direct,desktop,0,0
1982,338,2024-09-28 15:00:00,Referral,CPC,mobile,1,0
1983,42,2024-01-16 22:00:00,Google,Direct,desktop,1,0
1984,478,2024-03-21 13:00:00,Referral,Email,mobile,1,0
1985,193,2023-08-12 23:00:00,Email,Direct,desktop,1,0
1986,568,2024-08-14 07:00:00,Facebook,Direct,desktop,0,0
1987,514,2023-12-13 18:00:00,Facebook,Email,mobile,1,0
1988,512,2023-01-07 04:00:00,Referral,Social,mobile,1,0
1989,21,2023-01-17 04:00:00,Google,Social,desktop,0,0
1990,354,2023-03-02 21:00:00,Email,Direct,mobile,0,0
1991,198,2024-02-24 03:00:00,Referral,CPC,mobile,1,0
1992,296,2023-02-26 06:00:00,Referral,Social,desktop,1,0
1993,60,2023-04-20 09:00:00,Google,Direct,mobile,0,0
1994,291,2024-05-13 07:00:00,Google,Social,tablet,0,0
1995,33,2023-05-18 16:00:00,Google,Organic,mobile,0,0
1996,116,2023-03-06 02:00:00,Referral,Email,tablet,1,0
1997,560,2023-07-19 07:00:00,Facebook,Direct,mobile,1,0
1998,406,2024-07-29 19:00:00,Facebook,Email,desktop,0,0
1999,298,2024-04-15 13:00:00,Facebook,Organic,mobile,1,0
2000,590,2023-11-03 16:00:00,Facebook,Organic,mobile,1,0
2001,346,2023-06-01 00:00:00,Google,Email,desktop,1,0
2002,507,2024-05-01 17:00:00,Facebook,Email,mobile,1,0
2003,494,2023-09-08 04:00:00,Referral,Social,mobile,1,0
2004,283,2024-08-26 20:00:00,Facebook,CPC,mobile,0,0
2005,477,2024-03-10 21:00:00,Direct,Social,mobile,1,0
2006,455,2023-01-20 20:00:00,Facebook,CPC,tablet,1,0
2007,431,2023-05-26 07:00:00,Email,Direct,desktop,1,0
2008,299,2023-11-19 01:00:00,Referral,Email,desktop,0,0
2009,293,2023-01-12 11:00:00,Facebook,Direct,desktop,1,0
2010,597,2023-11-05 22:00:00,Email,Organic,mobile,0,0
2011,396,2023-11-05 13:00:00,Google,Organic,desktop,1,0
2012,243,2024-08-06 17:00:00,Email,Social,desktop,1,0
2013,528,2023-10-20 21:00:00,Referral,Direct,mobile,0,0
2014,208,2023-03-25 00:00:00,Google,Social,desktop,0,0
2015,18,2024-01-04 05:00:00,Facebook,Direct,mobile,0,0
2016,358,2023-02-19 22:00:00,Email,Social,desktop,0,0
2017,120,2024-01-13 14:00:00,Direct,Email,desktop,0,0
2018,476,2024-05-26 22:00:00,Referral,Organic,mobile,0,0
2019,271,2024-04-20 05:00:00,Direct,Organic,desktop,0,0
2020,35,2023-07-01 15:00:00,Google,Social,mobile,0,0
2021,261,2024-02-28 10:00:00,Google,Direct,desktop,0,1
2022,463,2024-12-13 04:00:00,Referral,Social,mobile,1,0
2023,168,2024-03-06 02:00:00,Direct,Organic,desktop,1,0
2024,51,2024-05-28 13:00:00,Facebook,Email,desktop,0,0
2025,269,2023-10-23 05:00:00,Facebook,Email,desktop,0,0
2026,389,2023-07-03 10:00:00,Google,Direct,desktop,1,0
2027,367,2023-06-04 07:00:00,Email,CPC,desktop,1,0
2028,48,2024-03-19 10:00:00,Email,CPC,desktop,1,0
2029,494,2023-05-26 03:00:00,Facebook,CPC,desktop,0,0
2030,497,2024-05-11 07:00:00,Direct,Social,desktop,1,0
2031,568,2024-02-29 14:00:00,Facebook,Social,desktop,1,1
2032,208,2023-02-25 18:00:00,Facebook,CPC,desktop,0,0
2033,107,2023-10-08 08:00:00,Google,Email,tablet,1,0
2034,446,2023-01-19 14:00:00,Google,Organic,mobile,0,0
2035,177,2024-11-06 22:00:00,Referral,CPC,mobile,1,0
2036,354,2023-08-23 18:00:00,Direct,Direct,desktop,1,0
2037,465,2023-07-30 16:00:00,Direct,Email,desktop,0,1
2038,389,2024-03-29 20:00:00,Facebook,Direct,desktop,0,0
2039,388,2023-09-01 05:00:00,Facebook,Social,desktop,0,0
2040,444,2023-07-15 01:00:00,Direct,CPC,desktop,0,0
2041,86,2024-04-20 07:00:00,Referral,Social,mobile,1,0
2042,292,2024-02-01 21:00:00,Direct,Organic,mobile,0,0
2043,395,2024-06-26 15:00:00,Direct,CPC,desktop,1,0
2044,503,2024-02-26 08:00:00,Direct,CPC,mobile,1,0
2045,326,2024-08-15 09:00:00,Email,Email,mobile,0,1
2046,154,2023-08-30 21:00:00,Direct,Organic,desktop,1,1
2047,566,2023-05-18 05:00:00,Referral,Organic,desktop,1,0
2048,379,2023-09-16 09:00:00,Direct,Direct,mobile,0,1
2049,45,2023-03-14 16:00:00,Facebook,Email,mobile,0,0
2050,177,2024-01-31 02:00:00,Referral,CPC,desktop,0,0
2051,135,2024-05-15 15:00:00,Direct,Social,tablet,1,0
2052,598,2023-02-15 19:00:00,Referral,Social,desktop,0,0
2053,443,2023-07-04 22:00:00,Email,Social,desktop,1,0
2054,319,2024-07-28 13:00:00,Referral,Email,desktop,1,0
2055,412,2024-08-04 10:00:00,Direct,CPC,desktop,0,1
2056,236,2024-05-09 15:00:00,Email,Social,mobile,0,0
2057,35,2023-10-21 10:00:00,Direct,Direct,tablet,1,0
2058,462,2023-08-15 02:00:00,Referral,Social,desktop,1,0
2059,151,2024-06-19 04:00:00,Facebook,Direct,mobile,1,0
2060,48,2024-02-14 01:00:00,Email,CPC,desktop,0,0
2061,157,2024-02-14 03:00:00,Google,Organic,mobile,0,0
2062,300,2024-01-04 19:00:00,Direct,Social,desktop,1,0
2063,351,2024-10-16 05:00:00,Google,Email,mobile,1,0
2064,471,2024-07-27 18:00:00,Referral,CPC,mobile,1,0
2065,422,2023-10-03 17:00:00,Google,Email,desktop,0,1
2066,511,2024-02-05 17:00:00,Referral,Social,desktop,0,0
2067,530,2024-12-04 17:00:00,Direct,Email,mobile,0,0
2068,114,2023-10-18 14:00:00,Direct,Direct,desktop,0,0
2069,588,2024-02-20 20:00:00,Direct,Email,desktop,0,0
2070,468,2024-12-20 05:00:00,Direct,Email,desktop,1,0
2071,554,2024-07-10 02:00:00,Google,Organic,desktop,1,0
2072,64,2024-07-17 00:00:00,Referral,CPC,mobile,0,0
2073,493,2024-07-24 20:00:00,Referral,Email,desktop,0,0
2074,432,2023-10-04 17:00:00,Direct,Social,mobile,1,0
2075,134,2023-10-07 23:00:00,Google,Email,mobile,1,0
2076,244,2024-03-04 07:00:00,Facebook,Social,desktop,1,0
2077,395,2023-11-29 03:00:00,Email,Email,tablet,1,0
2078,363,2024-05-01 19:00:00,Referral,Organic,mobile,1,0
2079,340,2023-02-23 05:00:00,Email,CPC,mobile,1,0
2080,317,2023-02-26 11:00:00,Google,Email,desktop,0,0
2081,239,2024-12-03 13:00:00,Google,Email,desktop,0,0
2082,50,2024-08-23 15:00:00,Facebook,Direct,mobile,0,0
2083,147,2023-05-01 18:00:00,Google,Direct,mobile,0,0
2084,191,2023-10-26 02:00:00,Referral,Organic,desktop,0,0
2085,110,2024-06-04 22:00:00,Google,Direct,mobile,1,0
2086,348,2024-09-22 04:00:00,Referral,Social,tablet,0,0
2087,82,2024-10-02 16:00:00,Google,Direct,desktop,0,0
2088,311,2024-06-12 08:00:00,Facebook,Email,mobile,1,0
2089,491,2023-09-27 02:00:00,Google,Direct,desktop,1,1
2090,593,2023-12-18 17:00:00,Facebook,Email,desktop,0,0
2091,376,2024-05-30 03:00:00,Email,Organic,mobile,1,0
2092,458,2024-12-12 20:00:00,Facebook,Organic,desktop,1,0
2093,424,2024-04-23 23:00:00,Google,Organic,desktop,0,0
2094,525,2023-11-15 11:00:00,Google,CPC,desktop,1,0
2095,237,2024-04-06 08:00:00,Direct,Social,desktop,0,0
2096,489,2024-06-19 23:00:00,Facebook,Email,mobile,0,0
2097,176,2024-12-08 20:00:00,Direct,Direct,mobile,0,0
2098,179,2024-10-30 02:00:00,Direct,Social,desktop,1,0
2099,34,2024-04-06 11:00:00,Facebook,Organic,desktop,1,0
2100,210,2024-11-23 18:00:00,Facebook,Direct,mobile,1,0
2101,13,2023-01-18 13:00:00,Direct,Organic,desktop,1,0
2102,588,2024-12-02 17:00:00,Referral,Email,mobile,0,1
2103,5,2023-03-22 01:00:00,Google,Organic,mobile,0,0
2104,211,2023-10-15 01:00:00,Referral,Direct,desktop,0,0
2105,586,2024-10-06 02:00:00,Google,Email,desktop,1,0
2106,348,2023-12-25 05:00:00,Google,Organic,mobile,0,0
2107,157,2023-09-30 02:00:00,Email,CPC,tablet,1,0
2108,9,2023-08-04 14:00:00,Direct,Direct,mobile,0,0
2109,40,2024-03-12 15:00:00,Direct,Social,desktop,0,0
2110,28,2024-12-29 05:00:00,Email,Email,mobile,1,0
2111,260,2023-03-22 01:00:00,Facebook,Direct,mobile,0,0
2112,201,2024-11-08 10:00:00,Direct,Social,desktop,0,0
2113,390,2024-11-26 04:00:00,Google,CPC,desktop,0,0
2114,463,2024-02-15 12:00:00,Email,Organic,tablet,1,0
2115,136,2024-09-02 03:00:00,Facebook,Direct,desktop,1,0
2116,557,2023-01-02 01:00:00,Direct,CPC,desktop,1,0
2117,345,2023-02-18 06:00:00,Facebook,Direct,mobile,1,0
2118,572,2023-11-30 13:00:00,Direct,Email,desktop,1,0
2119,384,2023-03-18 18:00:00,Facebook,Email,mobile,1,0
2120,283,2024-11-10 16:00:00,Direct,Email,desktop,0,0
2121,502,2023-08-10 23:00:00,Facebook,Social,desktop,1,0
2122,152,2023-07-01 23:00:00,Referral,Organic,desktop,1,0
2123,324,2023-01-15 13:00:00,Google,Organic,desktop,0,0
2124,27,2023-07-05 12:00:00,Google,Email,desktop,1,0
2125,170,2023-11-06 13:00:00,Email,CPC,mobile,0,0
2126,61,2023-02-09 11:00:00,Direct,Social,mobile,1,0
2127,356,2023-10-01 20:00:00,Direct,Direct,desktop,0,0
2128,184,2024-01-22 00:00:00,Email,Direct,mobile,0,0
2129,19,2023-08-13 11:00:00,Referral,CPC,mobile,0,1
2130,550,2023-09-22 23:00:00,Referral,Social,desktop,0,0
2131,585,2024-09-03 13:00:00,Google,Email,desktop,1,0
2132,453,2024-11-03 01:00:00,Facebook,CPC,desktop,0,0
2133,119,2024-09-05 04:00:00,Direct,Direct,mobile,0,0
2134,166,2023-08-05 12:00:00,Referral,Direct,desktop,0,0
2135,364,2023-10-20 01:00:00,Referral,Organic,desktop,1,0
2136,411,2024-11-28 04:00:00,Referral,Social,mobile,0,0
2137,136,2024-04-25 11:00:00,Email,Organic,desktop,1,1
2138,257,2024-12-19 06:00:00,Referral,Direct,desktop,0,0
2139,596,2024-01-25 08:00:00,Direct,Social,mobile,1,0
2140,9,2023-12-02 06:00:00,Referral,Email,desktop,1,0
2141,556,2024-06-16 20:00:00,Email,Organic,desktop,0,0
2142,392,2024-02-29 19:00:00,Google,CPC,desktop,1,0
2143,330,2023-12-02 08:00:00,Google,Social,mobile,0,1
2144,383,2024-05-04 11:00:00,Direct,Email,desktop,0,0
2145,113,2024-07-02 22:00:00,Email,CPC,mobile,1,0
2146,52,2024-09-15 17:00:00,Direct,Social,desktop,0,0
2147,552,2024-05-12 22:00:00,Email,Organic,tablet,1,0
2148,137,2024-01-18 03:00:00,Email,Email,desktop,1,0
2149,203,2023-08-26 09:00:00,Google,Email,desktop,0,0
2150,450,2023-06-01 13:00:00,Google,Direct,tablet,0,0
2151,125,2023-12-20 13:00:00,Email,Direct,desktop,0,1
2152,58,2024-12-25 22:00:00,Google,CPC,mobile,1,0
2153,136,2024-12-23 07:00:00,Direct,Organic,mobile,1,0
2154,40,2024-12-14 12:00:00,Google,Social,desktop,1,0
2155,174,2023-10-29 00:00:00,Facebook,Social,tablet,0,0
2156,439,2023-09-04 12:00:00,Facebook,Direct,desktop,1,0
2157,587,2023-06-14 03:00:00,Facebook,CPC,desktop,1,0
2158,117,2023-09-21 09:00:00,Direct,Organic,mobile,0,0
2159,268,2023-04-14 22:00:00,Email,Email,mobile,1,0
2160,506,2023-11-21 20:00:00,Google,Organic,mobile,1,0
2161,570,2024-02-12 12:00:00,Email,Social,mobile,0,0
2162,395,2023-08-29 14:00:00,Direct,Organic,desktop,0,0
2163,279,2024-05-13 00:00:00,Direct,Organic,mobile,1,0
2164,52,2024-12-08 10:00:00,Direct,CPC,mobile,1,0
2165,347,2023-02-08 10:00:00,Referral,Email,desktop,0,0
2166,214,2024-02-02 23:00:00,Referral,Social,desktop,0,0
2167,63,2023-02-27 19:00:00,Referral,CPC,mobile,0,0
2168,537,2023-05-13 17:00:00,Referral,Social,mobile,0,0
2169,446,2024-05-16 19:00:00,Google,Social,mobile,1,0
2170,349,2024-01-24 17:00:00,Google,Organic,desktop,1,0
2171,291,2024-07-14 20:00:00,Referral,Email,desktop,1,0
2172,548,2024-12-09 11:00:00,Email,Direct,mobile,0,0
2173,486,2023-09-08 10:00:00,Facebook,Organic,mobile,0,0
2174,60,2024-03-17 18:00:00,Direct,Direct,desktop,1,0
2175,120,2023-12-12 10:00:00,Facebook,Organic,desktop,1,1
2176,215,2024-09-09 19:00:00,Referral,CPC,mobile,0,0
2177,492,2023-09-04 22:00:00,Direct,Organic,desktop,0,0
2178,478,2023-06-12 16:00:00,Google,Email,mobile,0,0
2179,558,2023-04-11 07:00:00,Facebook,Organic,mobile,1,0
2180,3,2023-03-06 09:00:00,Referral,Social,desktop,0,1
2181,247,2023-12-22 04:00:00,Direct,CPC,mobile,1,0
2182,35,2023-07-11 11:00:00,Direct,Direct,desktop,0,0
2183,284,2024-03-17 04:00:00,Referral,Email,desktop,0,0
2184,534,2023-03-25 02:00:00,Direct,Social,desktop,0,0
2185,289,2023-07-04 09:00:00,Google,Direct,mobile,1,1
2186,263,2024-09-15 07:00:00,Facebook,Email,desktop,1,0
2187,220,2024-11-25 10:00:00,Facebook,Email,desktop,1,0
2188,545,2023-07-29 15:00:00,Email,Organic,mobile,0,0
2189,116,2023-11-25 08:00:00,Facebook,Direct,mobile,1,0
2190,53,2024-06-11 18:00:00,Referral,Social,desktop,1,0
2191,109,2024-10-15 20:00:00,Google,CPC,mobile,0,0
2192,286,2023-07-17 08:00:00,Referral,Social,desktop,0,0
2193,55,2024-11-19 23:00:00,Facebook,CPC,desktop,1,0
2194,248,2023-04-28 08:00:00,Referral,Social,tablet,1,0
2195,283,2023-10-26 14:00:00,Referral,Organic,desktop,0,0
2196,431,2023-02-07 18:00:00,Email,Direct,tablet,0,0
2197,301,2024-12-17 11:00:00,Email,Organic,tablet,1,0
2198,494,2024-12-03 09:00:00,Email,Direct,desktop,1,0
2199,454,2024-01-28 05:00:00,Facebook,Organic,mobile,0,0
2200,230,2024-07-29 13:00:00,Referral,Organic,desktop,1,0
2201,546,2023-10-31 04:00:00,Referral,Social,desktop,1,0
2202,389,2023-07-05 18:00:00,Facebook,Email,mobile,1,0
2203,109,2024-10-26 05:00:00,Referral,Organic,mobile,0,0
2204,544,2024-07-23 04:00:00,Facebook,Organic,tablet,0,0
2205,597,2024-12-06 22:00:00,Facebook,Email,tablet,0,0
2206,162,2023-12-17 09:00:00,Facebook,Social,desktop,1,0
2207,56,2023-06-22 10:00:00,Referral,Organic,desktop,0,0
2208,456,2024-11-20 08:00:00,Direct,Organic,mobile,1,0
2209,405,2024-01-12 10:00:00,Email,Social,desktop,1,0
2210,116,2024-05-02 21:00:00,Google,Organic,desktop,1,0
2211,295,2024-08-29 15:00:00,Direct,Email,desktop,0,0
2212,570,2023-08-25 16:00:00,Facebook,Direct,desktop,1,0
2213,346,2024-02-27 06:00:00,Referral,Direct,desktop,0,0
2214,561,2024-12-08 21:00:00,Referral,Direct,mobile,1,0
2215,587,2024-12-17 07:00:00,Referral,Organic,mobile,1,0
2216,503,2023-07-12 12:00:00,Facebook,Organic,desktop,0,0
2217,305,2023-08-17 20:00:00,Google,CPC,mobile,0,0
2218,30,2024-09-25 19:00:00,Google,Organic,desktop,0,0
2219,578,2024-12-29 23:00:00,Email,Email,desktop,0,0
2220,260,2023-10-12 08:00:00,Direct,Organic,mobile,1,0
2221,326,2024-10-30 22:00:00,Referral,Email,mobile,0,0
2222,565,2023-12-26 06:00:00,Facebook,Organic,mobile,0,0
2223,292,2024-09-08 14:00:00,Google,Social,desktop,0,0
2224,292,2024-11-09 01:00:00,Email,CPC,desktop,1,0
2225,26,2023-09-09 23:00:00,Google,Social,desktop,1,0
2226,34,2024-09-22 21:00:00,Email,Email,mobile,1,0
2227,513,2023-10-11 05:00:00,Direct,Direct,desktop,0,0
2228,343,2024-12-01 12:00:00,Facebook,Organic,desktop,0,0
2229,569,2023-10-06 00:00:00,Facebook,Organic,desktop,0,0
2230,528,2024-08-09 15:00:00,Facebook,CPC,desktop,1,0
2231,548,2024-05-15 23:00:00,Google,Direct,desktop,0,0
2232,303,2023-11-17 23:00:00,Direct,CPC,desktop,0,0
2233,347,2024-03-27 10:00:00,Google,Email,mobile,1,1
2234,5,2023-01-13 19:00:00,Email,CPC,mobile,1,0
2235,243,2024-12-19 09:00:00,Google,Organic,tablet,1,0
2236,25,2023-09-19 23:00:00,Facebook,Social,mobile,1,0
2237,45,2023-06-09 22:00:00,Google,Social,tablet,1,0
2238,189,2024-03-27 06:00:00,Email,Social,mobile,0,0
2239,133,2024-02-08 23:00:00,Direct,Email,mobile,1,1
2240,123,2024-08-26 00:00:00,Email,Email,desktop,1,0
2241,421,2024-05-21 03:00:00,Referral,CPC,mobile,0,0
2242,88,2023-06-24 04:00:00,Google,Email,tablet,1,0
2243,301,2024-09-07 12:00:00,Email,Direct,mobile,0,0
2244,226,2024-01-07 21:00:00,Direct,Email,desktop,1,0
2245,170,2024-12-23 22:00:00,Facebook,CPC,mobile,0,0
2246,568,2023-07-08 15:00:00,Google,Direct,mobile,1,0
2247,144,2023-05-27 17:00:00,Google,Direct,desktop,1,0
2248,587,2024-01-28 18:00:00,Facebook,CPC,mobile,1,0
2249,265,2024-03-20 00:00:00,Referral,Email,desktop,0,0
2250,416,2023-10-13 02:00:00,Google,Email,desktop,0,0
2251,14,2024-02-07 14:00:00,Facebook,Direct,desktop,1,0
2252,92,2024-08-22 09:00:00,Google,Social,desktop,1,0
2253,25,2024-06-08 07:00:00,Google,Direct,mobile,0,0
2254,408,2024-10-12 13:00:00,Direct,Social,desktop,0,0
2255,29,2024-06-22 18:00:00,Referral,Organic,tablet,0,0
2256,378,2023-12-31 23:00:00,Email,Social,mobile,0,0
2257,264,2023-03-29 04:00:00,Facebook,Social,desktop,1,0
2258,591,2024-08-25 06:00:00,Direct,Social,desktop,1,0
2259,366,2023-11-12 18:00:00,Google,Email,mobile,1,0
2260,96,2024-01-17 21:00:00,Direct,Social,desktop,1,1
2261,417,2023-09-28 10:00:00,Direct,Direct,mobile,0,0
2262,278,2023-10-05 14:00:00,Facebook,Social,mobile,0,0
2263,269,2024-01-22 13:00:00,Facebook,Email,desktop,1,0
2264,276,2024-04-22 17:00:00,Referral,Social,desktop,0,0
2265,425,2024-11-28 17:00:00,Direct,Social,tablet,1,0
2266,571,2024-01-06 07:00:00,Google,Organic,mobile,1,0
2267,507,2023-11-04 17:00:00,Referral,Social,desktop,1,0
2268,492,2023-02-09 05:00:00,Facebook,Organic,mobile,1,0
2269,458,2024-03-14 19:00:00,Referral,Direct,mobile,1,0
2270,271,2023-11-21 05:00:00,Direct,CPC,desktop,0,0
2271,525,2023-01-13 15:00:00,Referral,Social,desktop,1,0
2272,134,2024-03-16 03:00:00,Direct,Email,mobile,0,0
2273,119,2024-06-08 22:00:00,Google,CPC,tablet,0,0
2274,215,2024-01-26 14:00:00,Facebook,Email,mobile,0,0
2275,74,2023-01-08 15:00:00,Referral,Social,desktop,0,0
2276,391,2023-08-27 03:00:00,Referral,Direct,desktop,0,0
2277,308,2023-03-17 22:00:00,Email,Organic,desktop,1,0
2278,157,2023-06-06 21:00:00,Referral,Email,desktop,0,0
2279,300,2024-01-02 20:00:00,Referral,Social,desktop,1,1
2280,345,2024-09-07 05:00:00,Referral,CPC,mobile,0,0
2281,357,2024-05-05 22:00:00,Email,Organic,desktop,0,0
2282,405,2023-03-16 05:00:00,Direct,Organic,mobile,0,0
2283,313,2024-09-07 11:00:00,Direct,Direct,tablet,1,0
2284,416,2024-05-31 16:00:00,Email,Organic,desktop,0,0
2285,397,2024-12-12 01:00:00,Google,Email,desktop,0,0
2286,244,2023-06-16 15:00:00,Google,Direct,tablet,0,0
2287,398,2024-01-02 11:00:00,Email,CPC,mobile,1,0
2288,42,2023-06-10 22:00:00,Facebook,Direct,mobile,0,0
2289,99,2024-07-25 04:00:00,Direct,Organic,desktop,0,0
2290,521,2024-08-11 20:00:00,Email,Direct,desktop,0,0
2291,400,2023-10-06 14:00:00,Email,CPC,desktop,0,0
2292,357,2023-04-17 16:00:00,Google,Social,desktop,0,1
2293,293,2023-11-27 21:00:00,Referral,Direct,tablet,1,0
2294,456,2023-10-09 10:00:00,Email,Organic,mobile,0,0
2295,448,2024-04-05 14:00:00,Email,Social,desktop,0,1
2296,431,2023-01-23 13:00:00,Email,Email,desktop,0,0
2297,358,2023-07-01 13:00:00,Facebook,Organic,desktop,0,0
2298,76,2023-10-19 07:00:00,Google,Organic,desktop,1,0
2299,77,2024-02-01 06:00:00,Email,CPC,desktop,1,0
2300,114,2024-08-21 08:00:00,Email,Direct,desktop,0,0
2301,193,2023-06-09 08:00:00,Direct,Email,mobile,1,0
2302,464,2023-05-15 18:00:00,Facebook,Email,desktop,1,0
2303,409,2024-10-25 09:00:00,Direct,Email,mobile,1,0
2304,398,2024-01-18 16:00:00,Referral,Direct,desktop,1,0
2305,194,2023-02-03 15:00:00,Direct,CPC,tablet,1,0
2306,319,2023-01-17 19:00:00,Direct,Email,desktop,0,0
2307,273,2024-11-02 19:00:00,Google,Social,desktop,0,0
2308,544,2023-01-07 19:00:00,Google,Social,desktop,1,0
2309,400,2023-11-29 16:00:00,Referral,Organic,tablet,0,0
2310,278,2024-09-04 04:00:00,Referral,CPC,desktop,1,0
2311,135,2023-09-14 10:00:00,Direct,CPC,mobile,0,0
2312,40,2023-07-05 18:00:00,Direct,Direct,mobile,0,0
2313,409,2023-07-02 06:00:00,Referral,Social,desktop,0,0
2314,411,2024-10-31 21:00:00,Email,CPC,desktop,0,0
2315,231,2023-06-23 21:00:00,Referral,Organic,tablet,0,0
2316,416,2024-01-14 23:00:00,Google,Email,desktop,1,0
2317,376,2024-04-23 15:00:00,Referral,CPC,desktop,1,0
2318,254,2024-06-28 09:00:00,Google,Organic,desktop,0,0
2319,283,2023-03-13 22:00:00,Referral,CPC,tablet,0,0
2320,564,2023-06-19 05:00:00,Direct,Social,desktop,1,0
2321,188,2023-08-21 09:00:00,Referral,Organic,tablet,1,0
2322,326,2023-06-04 14:00:00,Direct,CPC,desktop,1,0
2323,52,2024-04-17 04:00:00,Google,Direct,desktop,0,0
2324,493,2024-12-21 11:00:00,Google,Direct,desktop,1,0
2325,14,2023-02-08 07:00:00,Facebook,Direct,tablet,0,0
2326,572,2023-07-09 19:00:00,Facebook,CPC,desktop,1,0
2327,379,2024-02-11 13:00:00,Google,Direct,mobile,1,0
2328,120,2024-05-07 00:00:00,Email,Direct,desktop,1,0
2329,155,2023-08-25 23:00:00,Referral,CPC,mobile,1,0
2330,458,2024-09-20 17:00:00,Google,Email,mobile,1,0
2331,160,2023-01-04 00:00:00,Facebook,Email,desktop,1,0
2332,128,2024-11-01 12:00:00,Email,CPC,tablet,0,0
2333,540,2024-12-08 18:00:00,Email,Direct,desktop,0,0
2334,311,2024-09-24 01:00:00,Google,Organic,desktop,1,1
2335,374,2023-02-25 11:00:00,Google,Email,desktop,1,0
2336,452,2024-04-30 00:00:00,Google,Email,desktop,0,0
2337,265,2024-05-12 17:00:00,Referral,Direct,desktop,1,0
2338,200,2023-06-19 21:00:00,Email,Social,tablet,0,0
2339,48,2024-09-30 14:00:00,Facebook,Email,desktop,1,0
2340,423,2023-07-31 06:00:00,Google,Email,mobile,1,0
2341,320,2023-05-11 14:00:00,Facebook,Direct,desktop,0,0
2342,84,2023-11-29 02:00:00,Email,Direct,desktop,1,0
2343,64,2024-01-15 19:00:00,Referral,Email,mobile,1,1
2344,381,2023-04-01 08:00:00,Referral,CPC,mobile,1,0
2345,453,2023-10-10 12:00:00,Google,Social,desktop,0,0
2346,534,2023-01-31 17:00:00,Facebook,Organic,desktop,0,0
2347,72,2024-04-14 15:00:00,Facebook,Social,mobile,0,0
2348,495,2024-01-06 20:00:00,Email,Organic,mobile,0,0
2349,89,2023-09-03 13:00:00,Direct,Organic,mobile,1,0
2350,186,2023-02-10 14:00:00,Google,CPC,desktop,0,0
2351,349,2023-11-16 02:00:00,Facebook,Email,desktop,0,0
2352,257,2023-05-29 05:00:00,Google,Email,mobile,0,0
2353,396,2023-01-13 22:00:00,Facebook,Organic,desktop,1,0
2354,98,2024-03-05 13:00:00,Referral,Organic,desktop,1,0
2355,320,2024-08-11 17:00:00,Facebook,Social,desktop,1,1
2356,449,2023-05-14 04:00:00,Direct,CPC,desktop,0,0
2357,97,2023-07-31 09:00:00,Facebook,Organic,mobile,1,0
2358,292,2023-01-20 21:00:00,Email,Organic,mobile,0,0
2359,4,2024-06-02 02:00:00,Email,Social,desktop,0,0
2360,103,2024-03-24 09:00:00,Google,Social,tablet,1,0
2361,212,2024-12-08 12:00:00,Facebook,Organic,mobile,1,0
2362,177,2023-06-26 14:00:00,Google,Organic,desktop,1,0
2363,77,2023-01-30 16:00:00,Google,CPC,desktop,0,0
2364,337,2023-09-06 18:00:00,Referral,Social,mobile,0,0
2365,158,2023-12-26 11:00:00,Direct,Email,tablet,0,0
2366,243,2023-06-17 13:00:00,Direct,Social,desktop,0,0
2367,387,2023-03-18 16:00:00,Referral,Direct,desktop,0,0
2368,229,2024-09-02 19:00:00,Direct,CPC,desktop,0,0
2369,197,2023-11-17 05:00:00,Facebook,Direct,desktop,0,0
