customer_id,month,events,minutes_used,feature_X_used
191,2023-07-01,73,758,23
191,2023-08-01,151,460,50
191,2023-09-01,74,156,20
191,2023-10-01,114,713,46
191,2023-11-01,126,424,30
191,2023-12-01,133,550,51
192,2023-01-01,224,415,71
192,2023-02-01,82,683,17
192,2023-03-01,167,498,53
192,2023-04-01,255,922,73
192,2023-05-01,155,612,54
192,2023-06-01,144,420,36
192,2023-07-01,251,355,77
192,2023-08-01,112,500,39
192,2023-09-01,95,414,29
193,2023-01-01,131,479,42
193,2023-02-01,124,431,38
193,2023-03-01,70,696,10
193,2023-04-01,127,663,35
193,2023-05-01,187,661,54
194,2023-01-01,133,485,41
194,2023-02-01,142,510,41
194,2023-03-01,139,391,38
194,2023-04-01,178,546,53
194,2023-05-01,97,397,28
194,2023-06-01,120,607,37
194,2023-07-01,213,443,57
194,2023-08-01,131,275,39
194,2023-09-01,164,346,44
194,2023-10-01,111,807,30
194,2023-11-01,154,591,47
194,2023-12-01,71,516,25
194,2024-01-01,5,597,0
194,2024-02-01,159,824,39
194,2024-03-01,32,519,12
194,2024-04-01,91,671,28
195,2023-01-01,89,636,25
195,2023-02-01,196,673,56
195,2023-03-01,195,648,53
195,2023-04-01,142,741,36
195,2023-05-01,31,581,8
195,2023-06-01,130,824,26
195,2023-07-01,197,598,61
195,2023-08-01,73,718,26
195,2023-09-01,148,155,40
195,2023-10-01,14,228,6
195,2023-11-01,94,344,32
195,2023-12-01,213,480,71
195,2024-01-01,85,562,15
195,2024-02-01,155,304,48
195,2024-03-01,153,536,50
195,2024-04-01,281,888,74
195,2024-05-01,3,865,0
195,2024-06-01,132,486,44
195,2024-07-01,79,600,21
195,2024-08-01,117,319,34
196,2023-01-01,0,499,1
197,2023-01-01,124,752,33
197,2023-02-01,135,569,38
197,2023-03-01,155,427,44
197,2023-04-01,85,616,26
197,2023-05-01,115,655,38
197,2023-06-01,134,379,36
197,2023-07-01,163,419,62
197,2023-08-01,108,317,31
198,2023-01-01,131,78,44
198,2023-02-01,171,963,48
198,2023-03-01,162,885,37
198,2023-04-01,166,448,58
198,2023-05-01,84,539,17
198,2023-06-01,166,781,41
199,2023-01-01,58,52,22
199,2023-02-01,82,211,27
199,2023-03-01,67,596,20
199,2023-04-01,82,524,21
199,2023-05-01,152,364,42
199,2023-06-01,168,511,50
199,2023-07-01,102,568,37
199,2023-08-01,46,732,13
199,2023-09-01,205,202,63
199,2023-10-01,142,576,39
199,2023-11-01,0,385,0
199,2023-12-01,17,547,6
199,2024-01-01,35,763,10
199,2024-02-01,31,703,9
199,2024-03-01,62,674,24
199,2024-04-01,212,425,57
199,2024-05-01,174,521,51
199,2024-06-01,102,669,30
199,2024-07-01,154,356,46
199,2024-08-01,107,721,30
200,2023-01-01,154,519,50
200,2023-02-01,96,440,28
200,2023-03-01,187,693,64
200,2023-04-01,91,237,23
200,2023-05-01,222,505,70
200,2023-06-01,175,690,46
200,2023-07-01,135,593,50
201,2023-01-01,75,290,24
201,2023-02-01,133,318,45
201,2023-03-01,124,652,38
201,2023-04-01,53,259,11
201,2023-05-01,132,601,36
201,2023-06-01,103,554,29
201,2023-07-01,78,370,26
201,2023-08-01,112,642,32
201,2023-09-01,289,380,85
201,2023-10-01,44,670,17
201,2023-11-01,87,467,30
201,2023-12-01,57,704,14
201,2024-01-01,31,630,7
201,2024-02-01,214,984,62
201,2024-03-01,85,336,23
201,2024-04-01,83,727,21
201,2024-05-01,121,530,43
201,2024-06-01,16,591,6
201,2024-07-01,102,422,34
201,2024-08-01,116,618,34
202,2023-01-01,0,303,1
202,2023-02-01,210,439,71
202,2023-03-01,25,414,9
203,2023-01-01,80,296,21
203,2023-02-01,0,460,0
203,2023-03-01,0,414,0
203,2023-04-01,72,510,22
203,2023-05-01,113,288,31
203,2023-06-01,147,671,45
203,2023-07-01,167,230,48
203,2023-08-01,112,745,38
203,2023-09-01,202,650,81
203,2023-10-01,112,469,35
203,2023-11-01,84,328,26
203,2023-12-01,81,595,24
203,2024-01-01,94,422,35
203,2024-02-01,146,367,42
203,2024-03-01,162,743,49
203,2024-04-01,139,467,38
203,2024-05-01,128,0,37
203,2024-06-01,145,198,47
203,2024-07-01,221,846,66
203,2024-08-01,56,330,20
204,2023-01-01,223,404,59
204,2023-02-01,54,587,16
204,2023-03-01,182,721,69
204,2023-04-01,78,413,26
204,2023-05-01,110,116,24
204,2023-06-01,119,481,32
205,2023-01-01,235,371,63
205,2023-02-01,130,547,45
205,2023-03-01,182,645,57
206,2023-01-01,199,436,55
206,2023-02-01,85,625,20
206,2023-03-01,194,482,62
206,2023-04-01,199,497,45
206,2023-05-01,78,389,23
206,2023-06-01,172,394,56
206,2023-07-01,182,737,59
206,2023-08-01,117,525,40
206,2023-09-01,193,465,54
206,2023-10-01,130,751,39
206,2023-11-01,56,318,18
206,2023-12-01,97,603,29
206,2024-01-01,74,771,16
206,2024-02-01,31,305,12
206,2024-03-01,70,578,20
206,2024-04-01,221,671,66
206,2024-05-01,162,743,44
206,2024-06-01,126,892,39
207,2023-01-01,51,449,15
207,2023-02-01,79,390,19
207,2023-03-01,196,626,63
207,2023-04-01,187,518,59
207,2023-05-01,79,516,17
207,2023-06-01,67,436,27
207,2023-07-01,139,737,50
207,2023-08-01,150,431,43
207,2023-09-01,102,511,34
207,2023-10-01,140,228,47
207,2023-11-01,175,411,61
207,2023-12-01,183,432,48
207,2024-01-01,119,187,34
207,2024-02-01,66,548,13
207,2024-03-01,198,523,54
207,2024-04-01,115,772,30
208,2023-01-01,190,349,50
208,2023-02-01,125,453,45
208,2023-03-01,93,628,23
208,2023-04-01,138,469,39
208,2023-05-01,34,492,14
208,2023-06-01,54,730,19
208,2023-07-01,18,375,9
208,2023-08-01,86,459,31
208,2023-09-01,47,499,13
208,2023-10-01,200,206,59
208,2023-11-01,153,751,37
208,2023-12-01,155,737,40
208,2024-01-01,179,518,54
209,2023-01-01,156,760,39
209,2023-02-01,93,814,26
209,2023-03-01,127,504,40
209,2023-04-01,165,505,34
209,2023-05-01,89,664,29
209,2023-06-01,151,432,50
209,2023-07-01,216,421,76
209,2023-08-01,109,399,36
209,2023-09-01,91,654,28
209,2023-10-01,159,493,37
209,2023-11-01,170,276,52
209,2023-12-01,168,637,58
209,2024-01-01,105,380,32
209,2024-02-01,179,875,57
209,2024-03-01,131,371,41
209,2024-04-01,125,208,37
209,2024-05-01,117,301,36
209,2024-06-01,155,410,43
209,2024-07-01,56,679,14
209,2024-08-01,53,710,12
210,2023-01-01,152,435,38
210,2023-02-01,112,451,38
210,2023-03-01,141,181,45
210,2023-04-01,97,409,30
210,2023-05-01,131,362,42
210,2023-06-01,84,402,21
210,2023-07-01,138,710,36
210,2023-08-01,127,726,40
210,2023-09-01,97,415,24
210,2023-10-01,171,470,53
210,2023-11-01,116,573,39
210,2023-12-01,146,179,47
210,2024-01-01,69,432,21
210,2024-02-01,111,852,35
210,2024-03-01,69,711,24
210,2024-04-01,155,628,51
210,2024-05-01,155,942,45
210,2024-06-01,152,363,34
210,2024-07-01,65,778,22
210,2024-08-01,63,482,28
211,2023-01-01,17,354,2
211,2023-02-01,117,1036,32
211,2023-03-01,158,606,51
211,2023-04-01,94,378,28
211,2023-05-01,118,430,30
212,2023-01-01,155,516,47
212,2023-02-01,89,837,28
212,2023-03-01,183,488,57
212,2023-04-01,105,547,27
212,2023-05-01,69,701,20
212,2023-06-01,116,647,30
212,2023-07-01,111,260,31
212,2023-08-01,84,339,27
213,2023-01-01,255,441,70
213,2023-02-01,135,919,52
213,2023-03-01,251,312,82
213,2023-04-01,195,967,69
213,2023-05-01,180,541,62
213,2023-06-01,240,358,75
213,2023-07-01,159,467,49
213,2023-08-01,145,631,45
213,2023-09-01,148,774,50
213,2023-10-01,230,172,65
213,2023-11-01,99,660,35
213,2023-12-01,146,472,48
213,2024-01-01,204,547,49
213,2024-02-01,156,711,48
213,2024-03-01,170,201,48
213,2024-04-01,0,634,0
213,2024-05-01,140,871,41
213,2024-06-01,88,1002,27
213,2024-07-01,147,474,46
213,2024-08-01,129,552,35
214,2023-01-01,179,435,48
214,2023-02-01,207,502,53
214,2023-03-01,122,432,33
214,2023-04-01,191,752,61
214,2023-05-01,188,939,56
214,2023-06-01,154,399,44
215,2023-01-01,139,736,38
215,2023-02-01,182,402,45
215,2023-03-01,0,651,1
215,2023-04-01,167,876,48
215,2023-05-01,103,457,26
215,2023-06-01,54,437,15
215,2023-07-01,152,452,53
215,2023-08-01,81,949,23
215,2023-09-01,180,238,61
215,2023-10-01,75,567,23
215,2023-11-01,139,465,41
215,2023-12-01,162,505,56
215,2024-01-01,150,344,50
215,2024-02-01,154,448,49
215,2024-03-01,122,892,42
215,2024-04-01,198,529,54
215,2024-05-01,145,611,51
215,2024-06-01,187,361,46
215,2024-07-01,96,298,24
215,2024-08-01,86,860,27
216,2023-01-01,199,800,59
216,2023-02-01,155,462,48
216,2023-03-01,225,686,69
216,2023-04-01,208,399,64
217,2023-01-01,142,176,40
217,2023-02-01,10,470,4
217,2023-03-01,147,670,35
217,2023-04-01,163,550,49
218,2023-01-01,58,440,18
218,2023-02-01,68,380,26
218,2023-03-01,172,594,53
218,2023-04-01,87,991,31
218,2023-05-01,74,337,20
218,2023-06-01,211,673,64
218,2023-07-01,177,639,54
218,2023-08-01,125,386,40
218,2023-09-01,175,625,47
218,2023-10-01,32,526,4
218,2023-11-01,84,18,28
218,2023-12-01,143,763,50
218,2024-01-01,173,310,56
218,2024-02-01,126,365,43
218,2024-03-01,133,547,40
218,2024-04-01,136,774,40
218,2024-05-01,234,340,70
218,2024-06-01,115,449,41
218,2024-07-01,99,711,29
219,2023-01-01,69,766,24
219,2023-02-01,163,579,49
219,2023-03-01,171,385,46
219,2023-04-01,31,675,8
220,2023-01-01,0,704,0
220,2023-02-01,10,310,3
220,2023-03-01,181,641,61
220,2023-04-01,151,667,43
220,2023-05-01,34,664,9
220,2023-06-01,64,421,18
220,2023-07-01,17,300,5
220,2023-08-01,93,666,25
220,2023-09-01,142,559,49
220,2023-10-01,137,310,38
220,2023-11-01,200,601,61
220,2023-12-01,3,857,1
220,2024-01-01,144,392,36
220,2024-02-01,95,659,36
220,2024-03-01,133,409,42
220,2024-04-01,298,463,93
220,2024-05-01,167,383,40
220,2024-06-01,36,600,12
220,2024-07-01,118,504,42
220,2024-08-01,187,154,55
221,2023-01-01,108,549,30
221,2023-02-01,222,201,73
221,2023-03-01,229,322,69
221,2023-04-01,251,476,69
221,2023-05-01,14,611,7
221,2023-06-01,121,874,28
221,2023-07-01,182,600,58
221,2023-08-01,108,257,33
221,2023-09-01,66,408,22
221,2023-10-01,138,688,45
221,2023-11-01,33,790,14
221,2023-12-01,68,722,16
221,2024-01-01,94,314,27
221,2024-02-01,209,620,62
221,2024-03-01,220,274,57
221,2024-04-01,170,757,53
221,2024-05-01,100,880,35
221,2024-06-01,202,667,60
221,2024-07-01,110,260,30
221,2024-08-01,81,225,24
222,2023-01-01,162,453,48
222,2023-02-01,168,589,47
222,2023-03-01,129,673,48
222,2023-04-01,105,502,41
222,2023-05-01,83,348,25
222,2023-06-01,50,754,15
222,2023-07-01,50,823,15
222,2023-08-01,130,149,46
222,2023-09-01,72,512,19
222,2023-10-01,27,571,10
222,2023-11-01,79,486,24
222,2023-12-01,161,367,50
222,2024-01-01,152,486,39
222,2024-02-01,81,376,20
222,2024-03-01,186,581,62
222,2024-04-01,91,139,24
222,2024-05-01,35,665,7
222,2024-06-01,87,679,35
222,2024-07-01,51,477,11
222,2024-08-01,93,510,32
223,2023-01-01,32,517,8
224,2023-01-01,96,494,31
224,2023-02-01,95,0,29
224,2023-03-01,104,369,32
224,2023-04-01,178,697,47
224,2023-05-01,162,394,69
224,2023-06-01,6,691,2
224,2023-07-01,58,617,23
224,2023-08-01,66,341,23
224,2023-09-01,106,453,23
225,2023-01-01,163,190,48
225,2023-02-01,90,493,30
225,2023-03-01,161,234,42
225,2023-04-01,95,610,28
225,2023-05-01,67,581,26
225,2023-06-01,206,851,64
225,2023-07-01,196,752,59
225,2023-08-01,224,0,76
225,2023-09-01,51,622,19
225,2023-10-01,202,581,55
225,2023-11-01,103,354,29
225,2023-12-01,248,639,68
225,2024-01-01,74,204,23
225,2024-02-01,186,482,57
225,2024-03-01,144,224,42
225,2024-04-01,131,349,47
225,2024-05-01,168,387,44
225,2024-06-01,50,598,13
225,2024-07-01,58,175,17
225,2024-08-01,148,483,42
226,2023-01-01,143,470,33
226,2023-02-01,0,168,0
226,2023-03-01,115,364,33
226,2023-04-01,52,718,22
226,2023-05-01,135,464,39
227,2023-01-01,171,514,64
227,2023-02-01,152,436,53
227,2023-03-01,131,560,43
227,2023-04-01,179,637,54
227,2023-05-01,106,335,31
228,2023-01-01,182,547,52
228,2023-02-01,97,326,37
228,2023-03-01,160,216,56
228,2023-04-01,147,394,47
229,2023-01-01,39,307,9
229,2023-02-01,102,429,28
229,2023-03-01,55,477,17
229,2023-04-01,195,477,56
229,2023-05-01,135,404,41
229,2023-06-01,178,517,53
229,2023-07-01,98,369,30
229,2023-08-01,214,497,66
229,2023-09-01,66,711,22
229,2023-10-01,124,597,35
229,2023-11-01,186,531,59
229,2023-12-01,167,129,54
229,2024-01-01,81,330,26
229,2024-02-01,140,209,45
229,2024-03-01,74,530,27
229,2024-04-01,152,615,43
229,2024-05-01,65,429,18
229,2024-06-01,131,568,52
229,2024-07-01,110,456,31
229,2024-08-01,14,468,5
230,2023-01-01,136,518,39
231,2023-01-01,95,298,30
231,2023-02-01,82,698,22
231,2023-03-01,96,318,28
231,2023-04-01,106,330,39
231,2023-05-01,156,656,51
231,2023-06-01,161,615,38
231,2023-07-01,122,633,49
231,2023-08-01,103,392,24
231,2023-09-01,74,957,24
231,2023-10-01,43,603,13
231,2023-11-01,182,781,59
231,2023-12-01,126,852,39
231,2024-01-01,57,266,16
231,2024-02-01,190,889,69
231,2024-03-01,78,461,20
231,2024-04-01,150,526,55
231,2024-05-01,79,1032,23
231,2024-06-01,170,526,54
231,2024-07-01,148,459,36
231,2024-08-01,36,327,12
232,2023-01-01,78,508,27
233,2023-01-01,136,286,38
233,2023-02-01,128,556,48
233,2023-03-01,132,550,42
233,2023-04-01,176,391,47
233,2023-05-01,116,663,36
233,2023-06-01,212,189,62
233,2023-07-01,45,404,19
233,2023-08-01,167,380,41
233,2023-09-01,165,379,53
233,2023-10-01,47,741,12
233,2023-11-01,120,658,42
233,2023-12-01,203,494,52
233,2024-01-01,173,831,46
233,2024-02-01,0,568,0
234,2023-01-01,197,580,51
234,2023-02-01,0,462,0
234,2023-03-01,113,515,31
234,2023-04-01,233,819,65
234,2023-05-01,40,554,11
234,2023-06-01,87,532,23
234,2023-07-01,170,261,54
234,2023-08-01,114,469,26
234,2023-09-01,24,338,7
234,2023-10-01,204,718,60
234,2023-11-01,108,387,34
234,2023-12-01,133,873,40
234,2024-01-01,78,115,28
234,2024-02-01,0,508,0
234,2024-03-01,151,283,38
234,2024-04-01,57,587,16
234,2024-05-01,69,718,11
234,2024-06-01,101,681,30
234,2024-07-01,87,856,25
234,2024-08-01,26,434,5
235,2023-01-01,138,326,47
235,2023-02-01,103,418,29
235,2023-03-01,107,459,40
235,2023-04-01,141,719,39
235,2023-05-01,77,793,28
235,2023-06-01,0,59,0
235,2023-07-01,173,264,48
235,2023-08-01,133,614,43
235,2023-09-01,137,424,39
235,2023-10-01,89,491,25
235,2023-11-01,96,493,28
235,2023-12-01,176,360,51
235,2024-01-01,188,903,46
236,2023-01-01,110,639,32
236,2023-02-01,126,196,37
236,2023-03-01,44,660,12
236,2023-04-01,81,532,24
236,2023-05-01,174,549,53
236,2023-06-01,138,321,34
236,2023-07-01,100,544,29
236,2023-08-01,6,914,1
236,2023-09-01,72,349,22
236,2023-10-01,197,358,65
236,2023-11-01,233,639,74
236,2023-12-01,0,268,0
236,2024-01-01,106,550,26
236,2024-02-01,95,624,36
236,2024-03-01,47,530,15
236,2024-04-01,133,135,39
236,2024-05-01,93,502,24
237,2023-01-01,214,341,72
238,2023-01-01,122,858,29
238,2023-02-01,113,594,36
238,2023-03-01,45,679,11
238,2023-04-01,115,455,38
238,2023-05-01,18,572,5
238,2023-06-01,97,621,34
238,2023-07-01,20,754,4
238,2023-08-01,69,501,26
238,2023-09-01,83,555,23
238,2023-10-01,185,389,51
238,2023-11-01,79,573,28
238,2023-12-01,122,559,36
238,2024-01-01,109,125,33
238,2024-02-01,134,520,41
239,2023-01-01,179,525,54
239,2023-02-01,181,596,62
239,2023-03-01,81,359,25
239,2023-04-01,226,582,57
240,2023-01-01,75,373,27
240,2023-02-01,107,297,34
240,2023-03-01,192,570,52
240,2023-04-01,221,601,79
240,2023-05-01,180,385,57
240,2023-06-01,109,514,25
240,2023-07-01,54,613,18
240,2023-08-01,177,849,54
240,2023-09-01,126,225,42
240,2023-10-01,49,709,21
240,2023-11-01,48,708,13
240,2023-12-01,101,503,32
240,2024-01-01,238,795,66
240,2024-02-01,59,598,13
240,2024-03-01,265,86,82
240,2024-04-01,150,272,51
240,2024-05-01,157,617,48
240,2024-06-01,73,759,18
240,2024-07-01,87,866,24
240,2024-08-01,130,738,43
241,2023-01-01,174,421,43
241,2023-02-01,79,688,24
241,2023-03-01,145,732,45
242,2023-01-01,44,705,11
242,2023-02-01,3,456,1
242,2023-03-01,158,544,59
242,2023-04-01,89,129,27
242,2023-05-01,0,536,0
242,2023-06-01,207,362,65
242,2023-07-01,119,460,47
242,2023-08-01,133,157,34
242,2023-09-01,243,554,74
242,2023-10-01,56,487,17
242,2023-11-01,120,365,37
242,2023-12-01,111,576,41
242,2024-01-01,132,149,42
242,2024-02-01,201,725,60
242,2024-03-01,136,649,38
243,2023-01-01,120,722,41
243,2023-02-01,186,308,58
244,2023-01-01,13,279,3
244,2023-02-01,96,96,26
244,2023-03-01,76,400,23
244,2023-04-01,153,765,38
245,2023-01-01,204,538,60
245,2023-02-01,106,583,39
245,2023-03-01,53,696,14
245,2023-04-01,120,584,40
245,2023-05-01,134,704,35
245,2023-06-01,163,391,57
245,2023-07-01,157,108,50
245,2023-08-01,120,603,30
245,2023-09-01,263,431,93
245,2023-10-01,110,736,31
245,2023-11-01,57,692,18
245,2023-12-01,35,535,11
245,2024-01-01,126,874,37
245,2024-02-01,91,268,27
245,2024-03-01,43,666,9
245,2024-04-01,202,453,63
245,2024-05-01,150,774,44
245,2024-06-01,148,404,47
245,2024-07-01,0,829,0
245,2024-08-01,57,186,21
246,2023-01-01,131,712,38
246,2023-02-01,34,627,7
246,2023-03-01,134,346,41
246,2023-04-01,158,491,50
246,2023-05-01,76,714,21
247,2023-01-01,148,460,45
248,2023-01-01,113,579,34
248,2023-02-01,35,485,8
249,2023-01-01,21,436,3
249,2023-02-01,135,367,45
250,2023-01-01,160,634,57
250,2023-02-01,209,128,61
250,2023-03-01,261,393,72
250,2023-04-01,134,477,40
251,2023-01-01,90,670,26
251,2023-02-01,145,895,33
251,2023-03-01,8,969,5
251,2023-04-01,180,701,59
251,2023-05-01,62,478,18
251,2023-06-01,207,225,67
252,2023-01-01,141,613,48
252,2023-02-01,0,421,1
252,2023-03-01,91,619,22
252,2023-04-01,211,394,65
253,2023-01-01,139,434,32
254,2023-01-01,155,352,61
254,2023-02-01,145,491,42
254,2023-03-01,157,433,63
254,2023-04-01,61,446,11
254,2023-05-01,152,422,46
254,2023-06-01,183,598,60
254,2023-07-01,164,733,37
254,2023-08-01,253,313,83
254,2023-09-01,179,385,59
254,2023-10-01,193,611,51
254,2023-11-01,187,370,50
254,2023-12-01,52,323,20
255,2023-01-01,154,734,43
256,2023-01-01,48,464,16
256,2023-02-01,141,375,44
256,2023-03-01,123,197,35
256,2023-04-01,153,685,45
256,2023-05-01,106,501,25
256,2023-06-01,186,599,63
256,2023-07-01,139,630,36
256,2023-08-01,207,675,66
256,2023-09-01,54,483,18
256,2023-10-01,198,603,57
256,2023-11-01,148,817,38
256,2023-12-01,113,216,29
256,2024-01-01,214,580,61
256,2024-02-01,228,830,70
256,2024-03-01,196,588,61
256,2024-04-01,129,310,28
256,2024-05-01,137,267,44
256,2024-06-01,186,449,67
256,2024-07-01,149,643,38
256,2024-08-01,0,487,0
257,2023-01-01,143,281,37
257,2023-02-01,157,422,48
257,2023-03-01,115,427,38
258,2023-01-01,39,586,18
258,2023-02-01,148,732,47
258,2023-03-01,114,533,31
258,2023-04-01,136,256,36
258,2023-05-01,165,761,48
258,2023-06-01,38,217,15
258,2023-07-01,102,258,31
258,2023-08-01,94,368,27
258,2023-09-01,151,300,50
258,2023-10-01,92,395,26
259,2023-01-01,61,906,22
259,2023-02-01,133,358,39
259,2023-03-01,9,767,2
259,2023-04-01,96,659,30
259,2023-05-01,133,554,40
259,2023-06-01,197,607,52
259,2023-07-01,97,238,37
259,2023-08-01,187,263,49
259,2023-09-01,146,537,45
259,2023-10-01,67,753,19
259,2023-11-01,120,876,34
259,2023-12-01,145,681,43
259,2024-01-01,156,257,47
259,2024-02-01,77,331,27
259,2024-03-01,108,307,32
259,2024-04-01,142,877,50
259,2024-05-01,28,203,6
260,2023-01-01,106,589,28
260,2023-02-01,78,514,28
260,2023-03-01,81,283,27
260,2023-04-01,160,554,41
260,2023-05-01,79,289,17
260,2023-06-01,100,511,26
260,2023-07-01,19,550,9
260,2023-08-01,189,430,61
260,2023-09-01,97,609,31
260,2023-10-01,102,637,38
260,2023-11-01,163,101,50
260,2023-12-01,58,84,13
260,2024-01-01,167,177,45
260,2024-02-01,180,289,53
260,2024-03-01,205,515,58
260,2024-04-01,98,559,31
260,2024-05-01,171,843,55
260,2024-06-01,32,344,6
260,2024-07-01,74,525,22
260,2024-08-01,101,490,29
261,2023-01-01,86,336,29
261,2023-02-01,206,433,62
261,2023-03-01,85,142,21
261,2023-04-01,86,455,28
261,2023-05-01,214,723,62
261,2023-06-01,126,651,30
261,2023-07-01,71,206,29
261,2023-08-01,134,482,35
261,2023-09-01,103,877,34
261,2023-10-01,113,759,40
261,2023-11-01,149,574,53
261,2023-12-01,69,423,23
261,2024-01-01,101,585,29
261,2024-02-01,0,655,0
261,2024-03-01,94,177,28
261,2024-04-01,77,375,28
261,2024-05-01,132,554,43
261,2024-06-01,59,238,16
261,2024-07-01,181,665,61
261,2024-08-01,135,645,39
262,2023-01-01,26,404,10
262,2023-02-01,137,163,40
262,2023-03-01,0,113,0
262,2023-04-01,94,625,28
262,2023-05-01,59,713,13
262,2023-06-01,121,459,35
262,2023-07-01,93,318,28
262,2023-08-01,106,415,33
262,2023-09-01,144,112,44
262,2023-10-01,175,125,54
262,2023-11-01,170,561,48
262,2023-12-01,63,345,18
262,2024-01-01,122,251,45
262,2024-02-01,146,573,35
262,2024-03-01,189,912,56
262,2024-04-01,91,568,28
262,2024-05-01,82,387,32
262,2024-06-01,81,847,29
262,2024-07-01,134,0,49
262,2024-08-01,145,355,46
263,2023-01-01,0,829,0
263,2023-02-01,0,561,1
263,2023-03-01,94,558,23
263,2023-04-01,202,523,57
263,2023-05-01,0,242,1
263,2023-06-01,222,196,66
263,2023-07-01,250,427,80
263,2023-08-01,96,915,25
263,2023-09-01,258,609,73
263,2023-10-01,95,566,19
263,2023-11-01,171,0,45
263,2023-12-01,110,436,39
263,2024-01-01,179,322,51
263,2024-02-01,0,596,1
263,2024-03-01,0,655,1
263,2024-04-01,61,542,18
263,2024-05-01,87,387,25
263,2024-06-01,72,278,36
263,2024-07-01,63,649,21
263,2024-08-01,24,355,7
264,2023-01-01,78,731,21
264,2023-02-01,147,256,40
264,2023-03-01,204,588,55
264,2023-04-01,13,1002,4
264,2023-05-01,109,214,25
264,2023-06-01,88,338,34
264,2023-07-01,161,606,46
264,2023-08-01,135,747,37
264,2023-09-01,117,317,35
264,2023-10-01,88,620,29
264,2023-11-01,143,706,44
264,2023-12-01,191,259,54
264,2024-01-01,110,182,32
264,2024-02-01,216,430,79
264,2024-03-01,70,553,22
264,2024-04-01,156,649,48
264,2024-05-01,163,623,34
264,2024-06-01,187,587,61
264,2024-07-01,147,694,33
264,2024-08-01,159,407,52
265,2023-01-01,43,700,11
265,2023-02-01,134,614,40
265,2023-03-01,110,563,33
265,2023-04-01,190,685,51
265,2023-05-01,85,855,20
265,2023-06-01,149,805,43
265,2023-07-01,63,557,19
265,2023-08-01,92,230,30
266,2023-01-01,113,1041,37
266,2023-02-01,84,534,26
266,2023-03-01,87,731,24
266,2023-04-01,113,1041,31
266,2023-05-01,90,706,29
266,2023-06-01,78,467,28
266,2023-07-01,103,403,32
266,2023-08-01,49,434,13
266,2023-09-01,222,668,68
266,2023-10-01,203,489,64
266,2023-11-01,176,0,62
266,2023-12-01,29,468,8
266,2024-01-01,78,737,21
266,2024-02-01,283,859,86
266,2024-03-01,92,625,22
266,2024-04-01,78,658,23
266,2024-05-01,11,400,4
266,2024-06-01,199,270,55
266,2024-07-01,43,507,12
267,2023-01-01,161,347,48
267,2023-02-01,142,402,39
267,2023-03-01,11,711,1
267,2023-04-01,155,505,55
267,2023-05-01,228,625,69
267,2023-06-01,136,734,38
267,2023-07-01,121,687,38
267,2023-08-01,119,514,29
267,2023-09-01,150,409,39
267,2023-10-01,119,16,33
267,2023-11-01,19,733,2
267,2023-12-01,177,803,48
267,2024-01-01,97,393,26
267,2024-02-01,35,453,14
267,2024-03-01,116,591,29
267,2024-04-01,129,435,32
267,2024-05-01,30,207,8
267,2024-06-01,145,262,52
267,2024-07-01,172,438,61
267,2024-08-01,234,438,70
268,2023-01-01,98,710,32
268,2023-02-01,94,773,26
268,2023-03-01,227,733,55
269,2023-01-01,153,289,52
269,2023-02-01,228,245,61
269,2023-03-01,90,416,23
269,2023-04-01,36,681,11
269,2023-05-01,220,522,66
269,2023-06-01,106,677,35
269,2023-07-01,60,500,21
270,2023-01-01,51,515,18
270,2023-02-01,79,411,24
270,2023-03-01,131,207,33
271,2023-01-01,80,859,28
271,2023-02-01,172,311,49
271,2023-03-01,162,571,50
271,2023-04-01,101,683,31
272,2023-01-01,17,606,3
272,2023-02-01,138,226,44
272,2023-03-01,128,383,38
272,2023-04-01,178,561,52
272,2023-05-01,128,462,34
272,2023-06-01,266,500,82
272,2023-07-01,94,380,34
272,2023-08-01,136,611,40
272,2023-09-01,85,323,31
273,2023-01-01,109,806,27
273,2023-02-01,214,384,69
274,2023-01-01,205,403,67
274,2023-02-01,27,496,7
275,2023-01-01,49,698,13
275,2023-02-01,170,547,58
275,2023-03-01,135,529,37
275,2023-04-01,117,596,28
275,2023-05-01,184,580,51
275,2023-06-01,111,383,30
275,2023-07-01,119,287,33
275,2023-08-01,229,156,64
275,2023-09-01,190,431,51
275,2023-10-01,180,293,57
275,2023-11-01,185,135,51
275,2023-12-01,54,958,17
275,2024-01-01,116,264,31
275,2024-02-01,76,572,28
275,2024-03-01,95,334,29
275,2024-04-01,64,706,11
275,2024-05-01,196,569,58
275,2024-06-01,91,387,26
275,2024-07-01,172,309,61
275,2024-08-01,54,52,20
276,2023-01-01,101,670,37
276,2023-02-01,36,750,6
276,2023-03-01,125,416,31
276,2023-04-01,229,149,68
276,2023-05-01,156,725,37
276,2023-06-01,52,299,15
276,2023-07-01,153,239,46
276,2023-08-01,30,541,6
276,2023-09-01,88,201,28
276,2023-10-01,104,756,32
276,2023-11-01,119,320,30
276,2023-12-01,35,795,11
276,2024-01-01,0,674,0
276,2024-02-01,93,387,30
276,2024-03-01,170,645,55
276,2024-04-01,59,755,18
276,2024-05-01,130,236,33
276,2024-06-01,69,505,28
276,2024-07-01,99,517,32
276,2024-08-01,147,72,39
277,2023-01-01,65,465,23
277,2023-02-01,151,744,39
277,2023-03-01,225,542,76
277,2023-04-01,73,300,16
277,2023-05-01,89,691,25
277,2023-06-01,165,670,46
