ticket_id,customer_id,opened_at,closed_at,priority
386,209,2024-05-19 04:00:00,2024-05-20 17:59:18.071028,Medium
387,210,2023-01-07 13:00:00,2023-01-08 17:12:08.724344,Medium
388,210,2023-02-18 04:00:00,2023-02-18 19:37:03.816621,Low
389,210,2024-03-12 06:00:00,2024-03-12 17:48:58.666971,Low
390,212,2023-01-16 04:00:00,2023-01-17 18:50:12.796932,Low
391,213,2023-08-24 02:00:00,2023-08-24 04:28:59.347527,Medium
392,214,2023-02-18 13:00:00,2023-02-19 13:12:09.996638,Low
393,214,2023-06-22 14:00:00,2023-06-24 07:22:39.743778,Low
394,215,2023-02-22 02:00:00,2023-02-22 05:44:22.763287,Medium
395,215,2023-07-12 18:00:00,2023-07-12 23:04:21.441276,High
396,215,2023-10-04 12:00:00,2023-10-04 20:13:18.427852,Low
397,215,2024-06-18 13:00:00,2024-06-21 14:41:22.546618,Low
398,217,2023-01-11 23:00:00,2023-01-12 22:32:13.197429,High
399,217,2023-04-25 05:00:00,2023-04-26 03:53:01.326996,Medium
400,218,2023-04-07 02:00:00,2023-04-07 03:14:09.492772,Medium
401,218,2023-06-21 00:00:00,2023-06-21 19:35:27.972160,Medium
402,218,2023-07-19 16:00:00,2023-07-21 05:14:23.186491,Medium
403,218,2023-08-23 14:00:00,2023-08-24 08:10:25.530691,Medium
404,218,2024-01-13 13:00:00,2024-01-14 00:49:40.783947,Low
405,218,2024-04-15 17:00:00,2024-04-15 22:18:17.734854,High
406,218,2024-05-04 22:00:00,2024-05-05 01:41:01.164368,Low
407,219,2023-02-04 12:00:00,2023-02-05 06:59:12.427999,Low
408,220,2023-11-27 12:00:00,2023-11-27 23:30:26.072517,Medium
409,220,2024-02-09 07:00:00,2024-02-09 08:57:48.848599,Medium
410,220,2024-05-14 07:00:00,2024-05-15 00:10:40.701110,Medium
411,221,2023-01-02 10:00:00,2023-01-02 14:12:09.416196,Medium
412,221,2023-01-27 12:00:00,2023-01-28 15:17:18.534953,Medium
413,221,2023-02-27 00:00:00,2023-02-27 05:30:13.215013,Medium
414,221,2024-07-07 01:00:00,2024-07-07 21:40:01.004015,Low
415,221,2024-08-27 01:00:00,2024-08-27 12:21:04.095259,Medium
416,222,2023-03-07 18:00:00,2023-03-08 01:21:56.645704,Low
417,222,2023-09-08 23:00:00,2023-09-10 07:02:20.891380,High
418,222,2024-02-20 23:00:00,2024-02-24 19:51:51.860319,Low
419,222,2024-02-06 05:00:00,2024-02-06 09:28:53.026848,Medium
420,224,2023-03-15 16:00:00,2023-03-16 15:34:13.200125,Medium
421,224,2023-04-23 12:00:00,2023-04-25 02:53:31.760753,Low
422,224,2023-09-06 11:00:00,2023-09-06 11:30:00.000000,High
423,225,2023-02-02 01:00:00,2023-02-02 01:34:08.857340,High
424,225,2023-03-13 23:00:00,2023-03-14 18:13:05.497663,Low
425,225,2023-11-22 23:00:00,2023-11-23 02:41:13.250953,Low
426,225,2023-12-13 14:00:00,2023-12-13 22:06:15.918209,High
427,226,2023-02-10 19:00:00,2023-02-11 03:11:31.719117,Medium
428,226,2023-03-28 20:00:00,2023-03-29 01:55:16.685802,Medium
429,226,2023-03-12 18:00:00,2023-03-13 01:21:43.345874,Low
430,229,2024-01-26 00:00:00,2024-01-26 05:00:41.153420,Medium
431,229,2024-04-17 22:00:00,2024-04-19 04:01:06.282268,Low
432,229,2024-04-02 03:00:00,2024-04-04 08:57:31.418686,Medium
433,231,2024-07-11 18:00:00,2024-07-11 19:27:37.786606,High
434,231,2024-07-26 15:00:00,2024-07-27 22:49:30.651440,Low
435,232,2023-01-07 19:00:00,2023-01-07 20:27:37.535609,Low
436,232,2023-01-25 18:00:00,2023-01-26 03:01:03.142661,Medium
437,233,2023-10-02 08:00:00,2023-10-02 09:36:50.894914,Low
438,234,2023-12-12 11:00:00,2023-12-12 11:30:51.345539,Medium
439,234,2024-08-22 23:00:00,2024-08-23 16:47:39.819664,Medium
440,235,2023-01-09 04:00:00,2023-01-09 09:47:15.454088,Low
441,235,2023-08-11 23:00:00,2023-08-12 20:35:05.693864,Low
442,236,2023-08-28 02:00:00,2023-08-31 03:36:52.973908,Medium
443,236,2024-04-04 22:00:00,2024-04-04 23:28:03.062168,Low
444,238,2023-01-09 22:00:00,2023-01-12 13:01:22.388488,Low
445,238,2023-10-13 08:00:00,2023-10-15 21:26:44.078344,Low
446,238,2023-11-04 17:00:00,2023-11-06 01:23:07.641546,Medium
447,239,2023-03-10 08:00:00,2023-03-12 00:16:52.185586,Medium
448,240,2023-02-23 13:00:00,2023-02-24 13:04:53.599991,Low
449,240,2023-06-20 04:00:00,2023-06-20 16:38:00.449633,Low
450,240,2023-11-27 22:00:00,2023-11-28 01:49:07.424861,Medium
451,244,2023-03-24 06:00:00,2023-03-24 06:30:00.000000,Medium
452,245,2023-02-09 11:00:00,2023-02-10 20:07:09.596331,Low
453,245,2023-05-16 07:00:00,2023-05-16 20:06:56.666094,Medium
454,245,2023-09-06 03:00:00,2023-09-06 15:10:32.471051,Low
455,245,2024-06-27 20:00:00,2024-06-27 23:21:05.286855,Low
456,245,2024-06-19 08:00:00,2024-06-21 13:17:55.559887,Low
457,246,2023-04-11 02:00:00,2023-04-11 02:30:00.000000,Low
458,249,2023-01-07 20:00:00,2023-01-08 04:36:04.300102,Medium
459,250,2023-03-13 22:00:00,2023-03-13 22:58:11.777996,Medium
460,254,2023-02-07 11:00:00,2023-02-07 16:51:44.756981,Medium
461,254,2023-08-23 09:00:00,2023-08-24 00:52:33.851889,Medium
462,256,2023-03-01 08:00:00,2023-03-01 22:56:13.355094,Low
463,256,2023-07-27 19:00:00,2023-07-28 19:20:18.295569,High
464,256,2024-01-23 12:00:00,2024-01-23 19:20:42.988068,Medium
465,256,2024-06-12 12:00:00,2024-06-12 19:17:14.790959,Medium
466,258,2023-04-05 20:00:00,2023-04-07 02:54:15.102858,Medium
467,259,2023-03-16 13:00:00,2023-03-16 16:52:01.158227,Medium
468,259,2023-08-09 06:00:00,2023-08-09 17:29:00.320050,Medium
469,260,2023-01-18 15:00:00,2023-01-19 09:03:57.780757,Low
470,260,2023-07-18 17:00:00,2023-07-22 22:10:03.745030,Medium
471,260,2023-08-10 02:00:00,2023-08-10 21:15:54.646730,Low
472,260,2023-11-07 21:00:00,2023-11-08 13:43:45.649696,Medium
473,260,2024-01-16 06:00:00,2024-01-17 07:31:11.145755,Low
474,260,2024-01-02 15:00:00,2024-01-04 21:54:18.157999,Low
475,260,2024-05-24 02:00:00,2024-05-26 19:29:05.891593,High
476,260,2024-07-18 22:00:00,2024-07-19 07:54:16.490159,Low
477,261,2023-09-21 16:00:00,2023-09-21 17:44:47.650782,Medium
478,261,2024-02-18 17:00:00,2024-02-20 10:37:40.671687,Medium
479,261,2024-06-09 11:00:00,2024-06-10 07:36:46.298372,Medium
480,262,2023-02-27 13:00:00,2023-02-27 13:30:00.000000,High
481,262,2023-10-20 19:00:00,2023-10-21 22:51:59.951076,Low
482,262,2024-03-20 10:00:00,2024-03-20 13:31:16.958510,High
483,262,2024-05-11 19:00:00,2024-05-12 15:54:09.061685,Low
484,263,2023-01-17 15:00:00,2023-01-18 10:54:24.281243,Medium
485,263,2023-10-18 11:00:00,2023-10-19 03:35:27.786437,Low
486,263,2024-07-06 13:00:00,2024-07-07 03:04:36.766877,Low
487,264,2023-01-10 14:00:00,2023-01-11 07:12:44.241935,Medium
488,264,2023-03-26 07:00:00,2023-03-27 03:15:21.921071,Medium
489,264,2023-07-02 06:00:00,2023-07-03 13:30:10.276434,Low
490,264,2023-10-15 04:00:00,2023-10-16 09:03:06.967807,Medium
491,264,2023-11-18 16:00:00,2023-11-19 16:11:50.616105,High
492,264,2024-02-27 11:00:00,2024-02-28 22:18:04.264969,Low
493,265,2023-02-16 19:00:00,2023-02-16 19:33:25.775725,Low
494,265,2023-04-23 15:00:00,2023-04-24 04:01:12.873178,Low
495,266,2023-01-02 05:00:00,2023-01-03 01:11:36.631171,Low
496,266,2023-02-05 22:00:00,2023-02-06 00:42:16.639291,Low
497,267,2023-02-19 08:00:00,2023-02-20 19:20:12.024128,High
498,267,2023-06-10 15:00:00,2023-06-10 19:31:02.335283,Low
499,267,2023-12-27 06:00:00,2023-12-27 12:00:54.368088,Medium
500,267,2024-05-09 23:00:00,2024-05-10 13:26:27.977848,Medium
501,267,2024-05-13 02:00:00,2024-05-13 03:21:07.995551,Medium
502,267,2024-08-15 08:00:00,2024-08-15 11:13:14.491558,Medium
503,272,2023-02-26 17:00:00,2023-02-27 09:43:42.122286,High
504,272,2023-03-01 22:00:00,2023-03-02 16:32:46.632310,Low
505,272,2023-06-03 03:00:00,2023-06-04 10:04:45.803684,Low
506,272,2023-07-28 03:00:00,2023-07-28 19:26:47.084495,High
507,272,2023-08-28 10:00:00,2023-08-28 11:10:30.634929,Low
508,275,2023-02-10 19:00:00,2023-02-11 15:54:42.273836,Low
509,275,2023-03-19 07:00:00,2023-03-19 20:23:03.613555,Medium
510,275,2023-11-17 09:00:00,2023-11-18 05:41:34.089573,Low
511,275,2023-12-03 16:00:00,2023-12-03 16:52:21.598349,Low
512,275,2024-02-27 07:00:00,2024-02-29 20:26:46.090211,Low
513,275,2024-05-04 08:00:00,2024-05-05 14:36:18.014904,Medium
514,275,2024-08-25 05:00:00,2024-08-25 18:36:45.221537,Low
515,276,2023-03-25 10:00:00,2023-03-26 02:19:04.449714,Low
516,276,2024-05-12 14:00:00,2024-05-13 02:36:22.159630,Low
517,277,2023-01-04 11:00:00,2023-01-05 15:07:08.486140,Low
518,277,2023-06-08 14:00:00,2023-06-08 22:20:10.290924,Medium
519,277,2023-06-09 18:00:00,2023-06-10 03:35:25.469120,Low
520,277,2023-11-01 22:00:00,2023-11-02 07:40:09.283984,Low
521,278,2023-01-16 04:00:00,2023-01-16 16:21:21.829353,High
522,278,2023-03-18 03:00:00,2023-03-18 06:34:34.555735,Low
523,279,2023-01-18 18:00:00,2023-01-19 00:25:36.819552,Medium
524,279,2023-03-23 13:00:00,2023-03-23 16:20:42.440318,Medium
525,279,2023-05-27 06:00:00,2023-05-28 05:28:34.380274,Low
526,280,2023-09-24 10:00:00,2023-09-24 12:04:23.622585,High
527,280,2024-05-25 20:00:00,2024-05-26 04:40:20.670337,Low
528,281,2023-12-02 06:00:00,2023-12-02 18:16:10.453143,Medium
529,282,2023-05-11 10:00:00,2023-05-11 23:36:46.545327,Medium
530,282,2023-10-18 20:00:00,2023-10-18 23:02:39.522756,Medium
531,282,2024-01-10 00:00:00,2024-01-11 05:52:01.168772,Low
532,282,2024-02-15 22:00:00,2024-02-17 00:18:03.448889,High
533,284,2023-02-11 23:00:00,2023-02-12 13:57:30.118143,Medium
534,284,2023-04-21 02:00:00,2023-04-21 03:36:17.580538,Medium
535,284,2023-05-10 22:00:00,2023-05-11 06:42:50.140697,High
536,284,2023-08-10 00:00:00,2023-08-10 06:33:01.914481,Low
537,285,2023-01-12 02:00:00,2023-01-13 13:00:10.194236,Low
538,285,2023-02-11 21:00:00,2023-02-11 23:29:13.472395,High
539,285,2023-05-19 17:00:00,2023-05-19 21:25:16.279612,High
540,285,2023-09-21 01:00:00,2023-09-21 04:05:54.922755,Low
541,285,2023-10-02 12:00:00,2023-10-03 05:23:00.434836,Low
542,286,2023-11-22 17:00:00,2023-11-23 19:17:46.860247,Low
543,287,2023-04-27 03:00:00,2023-04-28 01:38:20.001759,Low
544,289,2023-08-14 11:00:00,2023-08-16 07:29:30.852835,Low
545,289,2023-09-05 23:00:00,2023-09-07 08:40:05.373176,Low
546,289,2023-11-16 22:00:00,2023-11-17 05:52:41.258358,Medium
547,291,2023-04-11 06:00:00,2023-04-12 16:10:19.412010,Low
548,292,2023-01-26 18:00:00,2023-01-26 19:50:26.975497,Medium
549,292,2023-02-06 03:00:00,2023-02-07 18:46:23.635836,Medium
550,292,2023-09-14 15:00:00,2023-09-14 19:31:12.649282,High
551,292,2023-10-04 02:00:00,2023-10-04 11:54:57.140389,Low
552,292,2024-01-18 13:00:00,2024-01-19 06:01:01.771565,High
553,292,2024-03-13 18:00:00,2024-03-13 19:57:17.632856,Medium
554,293,2023-02-24 16:00:00,2023-02-25 06:42:30.003789,Medium
555,293,2023-07-02 18:00:00,2023-07-03 00:00:01.098905,Medium
556,293,2023-10-07 01:00:00,2023-10-07 04:46:10.450707,Medium
557,293,2024-02-26 15:00:00,2024-02-27 13:33:04.453921,High
558,293,2024-02-08 17:00:00,2024-02-10 02:07:58.026139,Low
559,296,2023-03-14 08:00:00,2023-03-14 16:24:59.305602,Low
560,296,2023-10-24 17:00:00,2023-10-24 22:38:47.491437,Medium
561,296,2024-07-15 12:00:00,2024-07-15 13:50:33.059920,Medium
562,297,2023-01-09 08:00:00,2023-01-10 13:53:59.841002,High
563,297,2023-03-26 19:00:00,2023-03-27 02:03:14.998586,Low
564,297,2023-06-15 10:00:00,2023-06-15 16:02:19.160802,Low
565,297,2023-08-03 08:00:00,2023-08-04 18:45:14.045361,Medium
566,297,2023-12-15 05:00:00,2023-12-15 09:20:20.927697,Medium
567,297,2024-02-18 05:00:00,2024-02-18 06:37:50.291211,Low
568,298,2023-04-06 18:00:00,2023-04-08 23:41:32.982637,High
569,299,2023-06-28 17:00:00,2023-06-30 15:50:03.083431,Low
570,300,2023-06-26 09:00:00,2023-06-26 19:23:30.825496,Low
571,300,2023-08-10 21:00:00,2023-08-11 07:06:29.333610,Medium
572,300,2023-11-02 08:00:00,2023-11-04 02:09:09.080462,Low
573,301,2023-09-01 22:00:00,2023-09-03 01:21:37.044971,Low
574,301,2023-09-13 17:00:00,2023-09-14 08:51:17.620524,High
575,301,2023-12-01 19:00:00,2023-12-02 11:46:37.113139,Medium
576,301,2024-01-20 18:00:00,2024-01-21 11:19:32.014877,Medium
577,301,2024-06-19 20:00:00,2024-06-20 22:22:44.688795,High
578,301,2024-07-07 11:00:00,2024-07-08 01:39:05.759882,Low
579,302,2023-04-17 20:00:00,2023-04-19 12:08:28.033398,Low
580,302,2023-05-25 01:00:00,2023-05-29 06:30:28.452029,Low
581,302,2023-05-17 16:00:00,2023-05-17 16:30:00.000000,Medium
582,302,2023-06-25 00:00:00,2023-06-25 02:59:30.839707,Low
583,302,2023-09-17 22:00:00,2023-09-19 13:59:46.751105,Low
584,302,2024-05-03 07:00:00,2024-05-04 02:16:10.963011,Medium
585,302,2024-05-09 23:00:00,2024-05-10 08:40:04.259470,Medium
586,302,2024-05-18 00:00:00,2024-05-18 16:09:22.032311,Low
587,303,2023-04-24 15:00:00,2023-04-24 20:00:59.280469,Medium
588,303,2023-05-06 19:00:00,2023-05-06 21:30:30.811492,Low
589,303,2023-11-19 04:00:00,2023-11-19 07:59:06.120167,High
590,304,2023-03-03 04:00:00,2023-03-04 14:04:14.693865,Low
591,304,2023-06-10 13:00:00,2023-06-10 15:57:42.270882,High
592,305,2023-03-14 20:00:00,2023-03-15 10:21:31.855483,High
593,306,2023-04-21 21:00:00,2023-04-22 06:20:15.264473,Low
594,306,2023-10-11 11:00:00,2023-10-12 04:13:49.592740,Low
595,306,2023-12-04 07:00:00,2023-12-06 03:13:32.310917,Low
596,307,2023-04-17 09:00:00,2023-04-17 21:37:07.120394,Low
597,308,2023-09-03 12:00:00,2023-09-03 17:11:49.433515,Low
598,311,2023-02-21 18:00:00,2023-02-22 02:59:26.934857,Medium
599,311,2023-02-13 12:00:00,2023-02-14 07:00:38.340945,Medium
600,311,2023-07-10 16:00:00,2023-07-11 15:24:01.361602,Medium
601,312,2023-02-23 15:00:00,2023-02-24 03:04:18.654477,Medium
602,312,2023-02-24 19:00:00,2023-02-25 17:48:33.737172,Medium
603,312,2023-08-21 10:00:00,2023-08-21 10:39:33.276237,Low
604,312,2023-10-26 19:00:00,2023-10-27 05:33:07.977470,Low
605,312,2023-11-10 21:00:00,2023-11-10 22:39:13.825841,Medium
606,312,2024-02-17 16:00:00,2024-02-17 21:10:23.896421,Low
607,314,2023-01-12 22:00:00,2023-01-13 00:33:32.352310,Medium
608,314,2023-01-28 02:00:00,2023-01-29 05:23:35.078300,Medium
609,314,2023-09-16 08:00:00,2023-09-16 13:04:40.404209,Medium
610,314,2023-10-20 14:00:00,2023-10-21 11:04:52.246387,Low
611,314,2023-12-04 04:00:00,2023-12-06 03:49:57.244069,High
612,314,2024-01-02 15:00:00,2024-01-03 12:32:35.927980,Medium
613,314,2024-02-28 10:00:00,2024-02-29 09:59:51.129363,Low
614,314,2024-06-13 11:00:00,2024-06-14 10:26:30.949369,High
615,314,2024-06-15 16:00:00,2024-06-15 21:17:45.905509,Medium
616,314,2024-06-21 17:00:00,2024-06-23 23:16:20.941588,Low
617,316,2023-05-07 09:00:00,2023-05-09 17:27:39.235462,High
618,316,2023-06-01 13:00:00,2023-06-01 17:05:45.139365,Medium
619,316,2023-09-03 18:00:00,2023-09-04 15:12:56.139567,Medium
620,316,2024-04-27 02:00:00,2024-04-27 11:04:12.192839,Medium
621,317,2023-01-03 07:00:00,2023-01-05 17:16:08.272198,Medium
622,317,2023-03-25 06:00:00,2023-03-26 04:41:43.652543,Medium
623,317,2023-05-11 15:00:00,2023-05-12 01:13:32.342799,Medium
624,318,2023-01-13 15:00:00,2023-01-14 09:18:04.520540,Medium
625,318,2023-07-14 09:00:00,2023-07-14 12:52:18.821263,High
626,318,2023-09-10 01:00:00,2023-09-10 01:57:18.287689,Medium
627,318,2023-12-25 18:00:00,2023-12-26 12:29:03.585444,High
628,318,2024-05-20 14:00:00,2024-05-21 09:49:25.142916,Low
629,318,2024-07-28 20:00:00,2024-07-29 17:37:00.024645,Low
630,320,2023-02-02 23:00:00,2023-02-03 07:08:50.317497,Medium
631,320,2023-03-14 10:00:00,2023-03-14 19:24:48.096471,Low
632,321,2023-04-28 16:00:00,2023-04-30 22:33:01.702502,Medium
633,323,2023-08-18 01:00:00,2023-08-19 05:57:54.342928,Low
634,323,2023-08-04 23:00:00,2023-08-05 08:15:20.891964,Medium
635,323,2023-10-11 07:00:00,2023-10-12 09:03:51.179699,Low
636,323,2024-07-13 08:00:00,2024-07-13 08:43:12.784584,Medium
637,323,2024-08-25 22:00:00,2024-08-26 05:22:30.861811,Low
638,325,2023-02-09 06:00:00,2023-02-09 20:51:40.740668,Medium
639,326,2023-05-26 23:00:00,2023-05-28 04:50:19.096471,High
640,326,2023-05-12 15:00:00,2023-05-13 14:39:06.904667,Low
641,326,2023-06-04 18:00:00,2023-06-05 23:33:55.325000,Medium
642,326,2024-02-19 15:00:00,2024-02-20 12:04:39.569983,Low
643,326,2024-03-26 02:00:00,2024-03-30 21:40:15.036699,Low
644,326,2024-06-06 15:00:00,2024-06-07 02:58:27.031104,Low
645,329,2023-06-03 13:00:00,2023-06-04 14:16:08.748093,High
646,330,2023-02-01 12:00:00,2023-02-02 05:29:42.225277,Low
647,330,2023-07-15 19:00:00,2023-07-16 03:59:13.772029,High
648,330,2023-08-04 12:00:00,2023-08-05 02:15:27.674624,Medium
649,330,2024-05-09 01:00:00,2024-05-09 12:56:58.266837,Medium
650,332,2023-05-22 22:00:00,2023-05-22 23:19:41.150343,Medium
651,332,2023-09-26 01:00:00,2023-09-26 05:11:13.187727,High
652,332,2023-11-10 12:00:00,2023-11-11 13:03:47.275440,Medium
653,332,2024-07-22 23:00:00,2024-07-23 19:52:36.605009,Medium
654,334,2023-03-14 00:00:00,2023-03-14 04:03:46.742416,High
655,334,2023-06-17 15:00:00,2023-06-17 16:37:14.060853,Medium
656,336,2024-03-10 03:00:00,2024-03-11 02:58:59.651428,Medium
657,337,2023-10-17 09:00:00,2023-10-17 17:40:03.054947,Low
658,337,2023-12-13 01:00:00,2023-12-14 10:55:44.951913,High
659,337,2024-04-18 08:00:00,2024-04-19 02:49:28.198570,Low
660,337,2024-06-21 14:00:00,2024-06-21 23:43:58.303390,Medium
661,338,2023-09-20 19:00:00,2023-09-22 04:43:07.183881,Low
662,338,2024-01-06 00:00:00,2024-01-08 02:25:33.451674,Medium
663,338,2024-03-12 15:00:00,2024-03-13 14:11:19.903684,Medium
664,338,2024-04-10 11:00:00,2024-04-12 03:15:06.527235,High
665,339,2023-02-14 08:00:00,2023-02-15 20:59:45.936175,Medium
666,339,2023-04-03 04:00:00,2023-04-03 10:29:01.896692,Low
667,339,2023-07-08 21:00:00,2023-07-08 22:01:07.980469,Medium
668,339,2023-12-18 19:00:00,2023-12-21 04:29:35.670274,Medium
669,339,2024-04-27 21:00:00,2024-04-28 02:25:56.143193,Medium
670,341,2023-02-18 10:00:00,2023-02-20 16:31:06.772120,Medium
671,343,2023-02-25 17:00:00,2023-02-25 23:33:50.204862,Low
672,343,2023-03-23 11:00:00,2023-03-23 21:41:23.083741,Low
673,343,2023-05-28 11:00:00,2023-05-29 03:46:54.562861,High
674,344,2023-02-10 11:00:00,2023-02-12 23:08:10.613709,Low
675,344,2023-03-15 02:00:00,2023-03-16 16:27:58.836412,Low
676,344,2023-11-16 08:00:00,2023-11-17 19:33:29.385906,Low
677,345,2023-02-26 02:00:00,2023-02-26 05:04:15.964763,Medium
678,345,2023-07-03 18:00:00,2023-07-04 05:31:22.885081,Medium
679,345,2024-02-02 03:00:00,2024-02-02 08:37:35.476745,High
680,345,2024-02-23 02:00:00,2024-02-24 09:57:06.909680,Low
681,346,2023-05-19 16:00:00,2023-05-22 07:13:51.036748,Medium
682,347,2023-05-09 10:00:00,2023-05-10 19:52:04.139822,Medium
683,347,2023-08-09 12:00:00,2023-08-09 22:02:22.966413,Low
684,347,2023-09-16 08:00:00,2023-09-16 09:31:28.608511,High
685,348,2023-07-02 10:00:00,2023-07-02 12:35:41.169002,Medium
686,349,2023-02-17 09:00:00,2023-02-17 12:10:30.771237,Medium
687,349,2023-04-17 09:00:00,2023-04-19 02:32:35.651021,Low
688,349,2023-09-05 19:00:00,2023-09-05 22:16:08.220939,High
689,349,2024-01-09 01:00:00,2024-01-11 07:42:30.184546,Medium
690,349,2024-02-18 18:00:00,2024-02-19 18:04:41.494398,Low
691,349,2024-05-02 12:00:00,2024-05-04 11:51:35.370855,High
692,351,2023-01-23 20:00:00,2023-01-24 05:10:29.916051,Medium
693,351,2023-03-20 11:00:00,2023-03-20 20:13:08.217437,Medium
694,353,2023-11-17 02:00:00,2023-11-17 07:01:14.684572,Low
695,353,2023-11-09 05:00:00,2023-11-09 19:00:03.668910,Low
696,354,2023-02-16 13:00:00,2023-02-16 22:25:04.880857,Low
697,354,2023-09-24 14:00:00,2023-09-25 05:25:50.674791,Low
698,354,2024-02-24 21:00:00,2024-02-25 00:49:49.068598,Medium
699,354,2024-02-05 06:00:00,2024-02-06 01:51:54.042189,Low
700,355,2023-01-07 11:00:00,2023-01-09 01:53:00.449154,Medium
701,356,2023-02-18 19:00:00,2023-02-19 03:36:06.015807,Medium
702,357,2023-04-05 05:00:00,2023-04-06 00:15:33.401941,Medium
703,358,2023-02-24 21:00:00,2023-02-25 22:12:55.718387,Low
704,358,2023-12-28 11:00:00,2023-12-28 16:25:49.237460,High
705,358,2024-01-20 07:00:00,2024-01-20 16:30:04.026551,Low
706,358,2024-06-18 07:00:00,2024-06-19 04:19:50.128488,Low
707,358,2024-07-10 23:00:00,2024-07-12 18:38:04.168589,Low
708,360,2023-05-11 01:00:00,2023-05-11 22:46:12.228849,Low
709,360,2023-08-15 09:00:00,2023-08-16 07:04:31.988929,Low
710,361,2023-03-17 07:00:00,2023-03-17 10:41:14.684911,Low
711,362,2023-08-15 21:00:00,2023-08-18 01:00:48.260281,Low
712,362,2023-08-14 20:00:00,2023-08-16 09:56:05.558056,Medium
713,363,2023-01-10 12:00:00,2023-01-10 14:27:30.714808,Low
714,363,2023-10-23 13:00:00,2023-10-24 04:11:35.408836,Low
715,363,2024-03-08 20:00:00,2024-03-10 00:46:58.788963,High
716,364,2023-01-25 11:00:00,2023-01-25 17:58:26.423724,Medium
717,365,2023-10-01 22:00:00,2023-10-02 20:11:18.549735,Medium
718,366,2023-01-14 19:00:00,2023-01-15 15:48:44.283337,Low
719,366,2023-02-17 00:00:00,2023-02-20 00:53:18.016251,Medium
720,367,2023-02-01 09:00:00,2023-02-04 01:10:17.890149,Medium
721,367,2023-02-11 20:00:00,2023-02-13 02:22:20.572276,Medium
722,368,2023-02-19 00:00:00,2023-02-21 04:31:08.198951,Low
723,368,2023-04-17 08:00:00,2023-04-17 22:16:06.837706,Low
724,368,2024-02-08 11:00:00,2024-02-08 20:39:28.107647,Low
725,368,2024-06-23 12:00:00,2024-06-24 02:21:25.675936,Low
726,370,2023-03-14 06:00:00,2023-03-14 08:28:41.644107,Low
727,370,2023-08-14 14:00:00,2023-08-15 03:22:35.391057,Medium
728,371,2023-02-23 05:00:00,2023-02-23 13:56:15.405910,Medium
729,373,2023-03-19 01:00:00,2023-03-19 21:16:21.242976,High
730,373,2023-05-10 10:00:00,2023-05-11 20:20:05.489605,Low
731,373,2023-06-08 12:00:00,2023-06-08 17:09:03.312147,Medium
732,375,2023-06-08 13:00:00,2023-06-08 16:58:57.900744,Low
733,375,2023-10-04 17:00:00,2023-10-05 19:48:05.825090,Medium
734,376,2023-12-24 09:00:00,2023-12-25 06:43:52.149159,Medium
735,376,2024-06-10 05:00:00,2024-06-10 11:30:31.420762,Low
736,377,2023-02-25 22:00:00,2023-02-26 23:40:41.929407,Low
737,377,2023-02-17 12:00:00,2023-02-17 17:01:59.542827,Medium
738,377,2023-10-15 21:00:00,2023-10-16 12:42:42.985479,Medium
739,377,2024-07-12 13:00:00,2024-07-12 17:54:37.079077,Low
740,378,2023-03-25 04:00:00,2023-03-26 18:14:10.516857,Low
741,379,2023-08-16 07:00:00,2023-08-16 10:49:54.192996,High
742,379,2024-02-19 10:00:00,2024-02-19 14:36:10.719659,Low
743,380,2023-04-27 15:00:00,2023-04-27 17:53:04.802930,Low
744,380,2023-04-28 23:00:00,2023-04-30 07:24:12.785731,Medium
745,381,2023-02-10 16:00:00,2023-02-11 13:29:35.465563,Medium
746,381,2023-04-14 05:00:00,2023-04-17 07:14:02.971952,Medium
747,381,2023-11-19 18:00:00,2023-11-20 00:58:11.800265,Low
748,381,2024-08-09 19:00:00,2024-08-10 08:35:37.960219,Low
749,382,2023-01-21 05:00:00,2023-01-22 14:32:49.831913,Medium
750,382,2023-05-10 00:00:00,2023-05-11 11:45:31.594967,Medium
751,383,2023-08-04 21:00:00,2023-08-05 15:48:52.261073,High
752,383,2023-08-17 19:00:00,2023-08-17 23:34:58.345593,Medium
753,383,2024-04-02 02:00:00,2024-04-02 12:05:39.838198,Low
754,383,2024-04-26 11:00:00,2024-04-26 16:57:29.196364,Low
755,383,2024-05-22 15:00:00,2024-05-22 22:40:20.507393,Medium
756,384,2023-02-07 01:00:00,2023-02-07 15:40:56.515851,Low
757,384,2023-10-09 01:00:00,2023-10-09 10:06:31.446950,Low
758,385,2023-01-08 21:00:00,2023-01-09 09:06:36.984804,High
759,386,2023-12-22 11:00:00,2023-12-23 21:08:38.396155,Medium
760,386,2024-03-09 06:00:00,2024-03-12 18:40:57.574324,Low
761,387,2024-03-01 08:00:00,2024-03-02 01:28:42.534940,High
762,387,2024-03-23 13:00:00,2024-03-23 13:47:00.984206,Medium
763,387,2024-04-01 04:00:00,2024-04-01 06:06:21.382583,Low
764,388,2023-01-06 08:00:00,2023-01-06 10:46:24.573798,Medium
765,389,2023-05-15 07:00:00,2023-05-19 03:40:58.377529,Low
766,390,2023-02-21 15:00:00,2023-02-22 17:03:28.210532,Low
767,390,2023-05-11 16:00:00,2023-05-11 21:15:45.470289,Low
768,390,2023-07-02 06:00:00,2023-07-02 16:15:44.102009,Low
769,391,2023-12-11 04:00:00,2023-12-12 05:51:38.385657,Low
770,391,2024-07-25 10:00:00,2024-07-26 22:15:56.094925,Medium
